,training_data_points,testing_data_points,LR_intercept,LR_slope,NN_layers,NN_perceptrons,NN_activation,NN_alpha,LR-In-Sample-R2,NN-In-Sample-R2,Best-Possible-In-Sample-R2,LR-Out-Sample-R2,NN-Out-Sample-R2,Best-Possible-Out-Sample-R2
1,500.0,500.0,-0.0353730847188467,13.478543636347972,1.0,5.0,identity,1e-05,0.623245942170495,0.6220039448194641,1.0,0.5580303489820881,0.5565080516686394,1.0
